question,answer,score,title,state,link
What should be the academic major of the applicant?,sophomores,0.01035427488386631,Gordon Paesani Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/gordon-paesani-scholarship
What should be the academic major of the applicant?,Ohio University. Applicants must have financial need and minimum 3.0 GPA,0.13756774365901947,GRCF Dr. William E. and Norma Sprague Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/grcf-dr-william-e-and-norma-sprague-scholarship
What should be the academic major of the applicant?,music,0.7664272785186768,Heidelberg University Music Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-universitymusic-scholarship
What should be the academic major of the applicant?,2.0 GPA or higher by the end of their sophomore year,0.0003807143366429955,Heidelberg University Grant,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-university-grant
What should be the academic major of the applicant?,Phi Theta Kappa,0.025368858128786087,Heidelberg University Phi Theta Kappa Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-university-phi-theta-kappa-scholarship
What should be the academic major of the applicant?,2.50 GPA or higher,0.0035682404413819313,Heidelberg University Transfer Academic Award,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-university-transfer-academic-award
What should be the academic major of the applicant?,a member of the United Church of Christ,0.07049814611673355,Heidelberg University UCC Grant,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-university-ucc-grant
What should be the academic major of the applicant?,Heidelberg College,0.08773315697908401,Heidelberg University UCC Ministerial Grant,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-university-ucc-ministerial-grant
What should be the academic major of the applicant?,International,0.013342891819775105,International Academic Achievement Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/international-academic-achievement-scholarship
What should be the academic major of the applicant?,2.5 GPA,0.49923011660575867,International Academic Opportunity Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/international-academic-opportunity-scholarship
What should be the academic major of the applicant?,International undergraduate students,0.0034698951058089733,International Student Grant,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/international-student-grant
What should be the academic major of the applicant?,science,0.38647931814193726,Iota Sigma Pi BP Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/iota-sigma-pi-bp-scholarship
What should be the academic major of the applicant?,"BSN, Engineering, Math, Metals or Technology",0.6144166588783264,James T. and Rose M. Perryman Family Foundation Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/james-t-and-rose-m-perryman-family-foundation-scholarship
What should be the academic major of the applicant?,minimum cumulative GPA of 3.0,0.04758433625102043,Jared E. Banta Legacy Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/jared-e-banta-legacy-scholarship
What should be the academic major of the applicant?,wrestling team at the University of Findlay,8.726879968889989e-06,Jeffire Wrestling Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/jeffire-wrestling-scholarship
What should be the academic major of the applicant?,a declared major in a relevant degree program at a college or university in Ohio,0.03188119828701019,Jody Stowers Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/jody-stowers-scholarship
What should be the academic major of the applicant?,"aviation, medicine, science or the arts",0.13618092238903046,"John H. Rosemond, Sr. M.D. Scholarship Fund",Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/john-h-rosemond-sr-m-d-scholarship-fund
What should be the academic major of the applicant?,be of Italian descent; be a full time undergraduate student,0.038467489182949066,John Pirelli Lodge Italian American Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/john-pirelli-lodge-italian-american-scholarship
What should be the academic major of the applicant?,Ukrainian,0.008863195776939392,Joseph Potochny Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/joseph-potochny-scholarship
What should be the academic major of the applicant?,Kent State University,7.517669291701168e-05,Kent State University Esports Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/kent-state-university-esports-scholarship
What should be the academic major of the applicant?,full-time at Lake Erie College,4.263218943378888e-05,Lake Erie College Twins Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/lake-erie-college-twins-scholarship
What should be the academic major of the applicant?,3.5 GPA,0.3869341313838959,Miami University (OH) Merit Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/miami-university-oh-merit-scholarships
What should be the academic major of the applicant?,Must be a US citizen or legal resident,0.24367386102676392,Miami University National Merit Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/miami-university-national-merit-scholarships
What should be the academic major of the applicant?,undergraduate students and one graduate student,0.0025264699943363667,NAAMLP Land Reclamation Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/naamlp-land-reclamation-scholarship
What should be the academic major of the applicant?,engineering or engineering technology,0.21002963185310364,Norfolk Southern Foundation Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/norfolk-southern-foundation-scholarship
What should be the academic major of the applicant?,Ohio accredited institution of higher learning,0.0016719559207558632,OAWWA Graduate/Adult Continuing Education Degree Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/oawwa-graduate-adult-continuing-education-degree-scholarship
What should be the academic major of the applicant?,"science, engineering",0.0038317563012242317,OAWWA Undergraduate Advanced Degree Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/oawwa-undergraduate-advanced-degree-scholarship
What should be the academic major of the applicant?,undergraduate,0.0697719007730484,ODU International Work-Study Award,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/odu-international-work-study-award
