GPA,SAT,GRADE,ACT,MUST ATTEND INTO,RESIDENTIAL ADDRESS,INCOME,ETHNICITY,RACE,NATIONALITY,AGE,GENDER,RELIGION,ABILITY,DISABILITY,MAJOR,DEADLINE,MUST STUDY IN,TITLE,STATE,LINK
3.0,-,Junior or Senior,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CITe Minor Student Tuition Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/cite-minor-student-tuition-scholarship
3.0,-,-,-,an Ohio accredited college or university,Montgomery County,-,-,-,-,-,-,-,-,-,-,-,-,DMCSP Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/dmcsp-scholarship
3.0,-,-,-,-,-,-,-,-,United States,-,-,-,-,-,-,2022-04-08,-,EnerGIS GIS Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/energis-gis-scholarship
3.0,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,"Felbry College of Nursing $7,500 Scholarship",Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/felbry-college-of-nursing-7500-scholarship
3.0,-,-,-,Ohio University,-,-,-,-,-,-,-,-,-,-,-,-,-,GRCF Dr. William E. and Norma Sprague Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/grcf-dr-william-e-and-norma-sprague-scholarship
2.5,-,-,-,Heidelberg University,-,-,-,-,-,-,-,-,-,-,music,-,-,Heidelberg University Music Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-universitymusic-scholarship
2.0,-,-,-,Heidelberg University,-,-,-,-,-,-,-,-,-,-,-,-,-,Heidelberg University Grant,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-university-grant
2.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Heidelberg University Transfer Academic Award,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/heidelberg-university-transfer-academic-award
3.0,-,-,-,Ohio Dominican University,-,-,-,-,-,-,-,-,-,-,-,-,Ohio Dominican University,International Academic Achievement Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/international-academic-achievement-scholarship
2.5,-,-,-,Ohio Dominican University,-,-,-,-,-,-,-,-,-,-,2.5 GPA,-,-,International Academic Opportunity Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/international-academic-opportunity-scholarship
2.5,-,undergraduate,-,trade school,"Houston, PA",-,-,-,US,-,-,-,-,-,"BSN, Engineering, Math, Metals or Technology",-,-,James T. and Rose M. Perryman Family Foundation Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/james-t-and-rose-m-perryman-family-foundation-scholarship
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jared E. Banta Legacy Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/jared-e-banta-legacy-scholarship
3.0,-,-,-,-,-,-,African Americans,African Americans,African Americans,-,M,-,-,-,-,-,-,"John H. Rosemond, Sr. M.D. Scholarship Fund",Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/john-h-rosemond-sr-m-d-scholarship-fund
3.0,-,undergraduate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,John Pirelli Lodge Italian American Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/john-pirelli-lodge-italian-american-scholarship
3.5,-,first-year,-,Oxford campus,-,-,-,-,-,-,-,-,-,-,Must have a 3.5 GPA,-,-,Miami University (OH) Merit Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/miami-university-oh-merit-scholarships
2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Norfolk Southern Foundation Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/norfolk-southern-foundation-scholarship
3.0,-,junior or senior year,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ohio EPA Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ohio-epa-scholarship
2.5,-,"sophomore, junior, or senior",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ohio Newspaper Association University Journalism Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ohio-newspaper-association-university-journalism-scholarships
3.0,-,-,-,Ohio college/university,-,-,-,-,-,-,-,-,-,-,12,-,-,Ohio Parks and Recreation Association Foundation Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ohio-parks-and-recreation-association-foundation-scholarships
3.5,1140,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ohio University Women’s Club of Greater Cleveland Freshman Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ohio-university-womens-club-of-greater-cleveland-freshman-scholarship
2.5,-,-,-,-,Richland County,-,-,-,-,-,-,-,-,-,-,2022-04-18,-,Richland County Foundation Gregory VanScyoc Memorial Scholarship Fund,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/richland-county-foundation-gregory-vanscyoc-memorial-scholarship-fund
3.0,-,high school,-,Cleveland State University,-,-,-,-,-,-,-,-,-,-,-,-,-,The Balanced Man Scholarship at Cleveland State University,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/the-balanced-man-scholarship-at-cleveland-state-university
2.5,-,"sophomore, junior or senior",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,The Harold K. Douthit Regional Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/the-harold-k-douthit-regional-scholarship
2.5,-,"third, fourth or fifth-year",-,-,"Pennsylvania, Delaware, or Southern New Jersey",-,-,-,-,-,-,-,-,-,undergraduate degree,-,-,The Luther and Mary Ida Vandross Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/the-luther-and-mary-ida-vandross-scholarship
2.5,-,-,-,a UNCF member college or university,-,-,-,-,US,-,-,-,-,-,-,-,-,UNCF General Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/uncf-general-scholarship
2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5 GPA,-,-,University of Akron Varsity Esports Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/university-of-akron-varsity-esports-scholarship
3.5,-,high school,-,-,-,-,-,-,-,-,-,-,-,-,3.5 GPA,-,-,University of Cincinnati Balanced Man Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/university-of-cincinnati-balanced-man-scholarship
2.5,-,varsity,-,University of Mount Union,-,-,-,-,-,-,-,-,-,-,-,-,-,University of Mount Union Esports Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/university-of-mount-union-esports-scholarship
3.5,-,-,-,college cooperative education at one of our 10 Partner Institutions,-,-,-,-,-,-,-,-,-,-,Must have a 3.5 GPA,-,-,WACE National Co-op Scholarship Program,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/wace-national-co-op-scholarship-program
3.0,-,-,-,-,-,-,Hungarian,-,Hungarian,-,-,-,-,-,3.0 GPA,-,-,WSU Hungarian Ancestry Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/wsu-hungarian-ancestry-scholarship
2.5,-,-,-,Wright State University,-,-,-,-,-,-,-,-,-,-,-,-,-,WSU Polatajko Family Scholarship for Students of Eastern European Descent,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/wsu-polatajko-family-scholarship-for-students-of-eastern-european-descent
2.8,980,high school senior,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5 Strong Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/5-strong-scholarship
2.5,-,high school senior,-,Historically Black College or University,-,-,-,-,-,-,-,-,-,-,"Criminal Justice, Journalism or Nursing or Healthcare",-,-,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/beca-inc-edna-r-anthony-memorial-scholarship
2.5,-,-,-,-,-,-,African-American or Black,African-American or Black,-,-,-,-,-,-,-,-,-,CBC Spouses Performing Arts Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/cbc-spouses-performing-arts-scholarship
3.0,-,-,-,-,-,-,Korean,-,Korean ancestry,-,-,-,-,-,-,-,-,Korean American Scholarship Foundation-Southwestern Regional Chapter,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/korean-american-scholarship-foundation-southwestern-regional-chapter
2.5,-,-,-,-,Oklahoma,-,-,-,-,-,-,-,-,-,-,-,-,Oklahoma Future Teachers Scholarship Program,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/oklahoma-future-teachers-scholarship-program
3.25,1540,-,-,-,-,-,-,-,United States,-,-,-,-,-,-,-,-,Oklahoma State Regents Academic Scholars Program,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/oklahoma-state-regents-academic-scholars-program
2.5,-,"third, fourth or fifth-year",-,-,"Pennsylvania, Delaware, or Southern New Jersey",-,-,-,-,-,-,-,-,-,undergraduate degree,-,-,The Luther and Mary Ida Vandross Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/the-luther-and-mary-ida-vandross-scholarship
2.5,-,-,-,a college or university in Union Pacific's service area,-,-,-,-,-,-,-,-,-,-,-,-,-,Union Pacific William E. Wimmer Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/union-pacific-william-e-wimmer-scholarship
3.0,1160,-,24,Oklahoma State,-,-,-,-,-,-,-,-,-,-,-,-,Oklahoma State,W.W. Allen Boys & Girls Club Program,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/w-w-allen-boys-and-girls-club-program
2.5,-,-,-,a college or university in Union Pacific’s service area,-,-,females,females,-,-,F,-,-,-,-,-,-,William E. and Barbara I. Van Trump Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/william-e-and-barbara-i-van-trump-scholarship
2.5,-,-,-,Oklahoma City Community College,-,-,-,-,-,-,F,-,-,-,-,-,-,Women of the South Primary Provider Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/women-of-the-south-primary-provider-scholarship
2.5,-,-,-,"a trade school, college or university",-,-,-,female,-,-,F,-,-,-,-,-,-,Abby's Closet Dreams Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/abbys-closet-dreams-scholarship
3.2,-,-,-,University of Oregon,-,-,-,-,-,-,-,-,-,-,3.2 GPA,-,-,Balanced Man Scholarship - University of Oregon,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/balanced-man-scholarship-university-of-oregon
2.5,-,-,-,-,-,-,African-American or Black,African-American or Black,-,-,-,-,-,-,-,-,-,CBC Spouses Performing Arts Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/cbc-spouses-performing-arts-scholarship
3.0,-,undergraduate,-,-,"California, Oregon or Washington state",-,-,minority,-,-,-,Christian,-,-,undergraduate,-,-,Foundation for College Christian Leaders Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/foundation-for-college-christian-leaders-scholarship
3.0,-,-,-,-,-,-,Korean heritage,-,Korean Nationals,-,-,-,-,-,-,-,-,Korean American Scholarship Foundation - Western Regional Chapter,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/korean-american-scholarship-foundation-western-regional-chapter
3.0,-,four-year,-,-,-,-,-,African American or Black,U.S.,-,-,-,-,-,-,-,-,Northwest Farm Credit Services Minority Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/northwest-farm-credit-services-minority-scholarship
3.3,1000,high school,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Oregon Sports Hall of Fame Scholarships,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/oregon-sports-hall-of-fame-scholarships
3.0,-,-,-,-,-,-,-,-,-,-,F,-,-,-,-,-,-,Sharon D. Banks Memorial Undergraduate Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/sharon-d-banks-memorial-undergraduate-scholarship
2.5,-,-,-,a college or university in Union Pacific's service area,-,-,-,-,-,-,-,-,-,-,-,-,-,Union Pacific William E. Wimmer Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/union-pacific-william-e-wimmer-scholarship
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,University of Oregon Diversity Excellence Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/university-of-oregon-diversity-excellence-scholarship
3.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,University of Oregon Stamps Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/university-of-oregon-stamps-scholarship
2.5,-,-,-,a college or university in Union Pacific’s service area,-,-,females,females,-,-,F,-,-,-,-,-,-,William E. and Barbara I. Van Trump Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/william-e-and-barbara-i-van-trump-scholarship
3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WTS Portland Chapter Gail Achterman Leadership Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/wts-portland-chapter-gail-achterman-leadership-scholarship
3.0,-,-,-,-,Oregon or Southwest Washington,-,-,-,-,-,-,-,-,-,-,-,-,WTS Portland Scholarships,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/wts-portland-scholarships
2.8,980,high school senior,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5 Strong Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/5-strong-scholarship
